検索キー,医療機関名,正規化住所,郵便番号,電話番号,オンライン予約用ページアドレス,相談センター等からの紹介,自院患者,濃厚接触者,小児,妊婦,区市町村,行政コード,大字,それ以降の住所,ビル名・階数・部屋番号,PCR,抗原定量,抗原定性,鼻咽頭,鼻腔,唾液,その他,月（午前）,月（午後）,火（午前）,火（午後）,水（午前）,水（午後）,木（午前）,木（午後）,金（午前）,金（午後）,土（午前）,土（午後）,日（午前）,日（午後）,対応できる外国語,診療検査日時が祝日の場合,それ以降の住所
医療法人社団瑞生会 蔵前内科クリニック蔵前1-8-6,医療法人社団瑞生会 蔵前内科クリニック,東京都台東区蔵前1-8-6,111-0051,03-3864-8998,,1,1,1,,,台東区,13106,蔵前,1-8-6,,1,,1,,1,1,,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,,,,,,,蔵前1-8-6
セイメイ内科中央1丁目25番5号 MKマンション106,セイメイ内科,東京都中野区中央1丁目25番5号 ,164-0011,03-5389-2972,,1,1,,1,1,中野区,13114,中央,1丁目25番5号 ,MKマンション106,1,,,,,1,,,15:00~18:00,,15:00~18:00,,15:00~18:00,,,,15:00~18:00,9:00~13:00,,,,,,中央1丁目25番5号 MKマンション106
尾久橋医院東尾久８-１９-２,尾久橋医院,東京都荒川区東尾久８-１９-２,116-0012,03-3800-3020,,1,1,,,,荒川区,13118,東尾久,８-１９-２,,1,,1,1,,1,,11:30~12:30,17:30~18:30,11:30~12:30,17:30~18:30,,,11:30~12:30,17:30~18:30,11:30~12:30,17:30~18:30,11:30~12:30,,,,,,東尾久８-１９-２
新橋日比谷通りクリニック新橋2-12-16　明和ビル3階,新橋日比谷通りクリニック,東京都港区新橋2-12-16　,105-0004,03-3595-4976,,1,1,1,1,1,港区,13103,新橋,2-12-16　,明和ビル3階,1,1,1,1,1,1,,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,,,英語,,新橋2-12-16　明和ビル3階
医療法人社団千和会 白金タワークリニック白金１－１７－１ 白金タワー１０６,医療法人社団千和会 白金タワークリニック,東京都港区白金１－１７－１ ,108-0072,03-5789-3882,,1,1,1,1,1,港区,13103,白金,１－１７－１ ,白金タワー１０６,1,,1,1,,1,,11:00~13:00,17:00~18:00,11:00~13:00,17:00~18:00,11:00~13:00,,11:00~13:00,17:00~18:00,11:00~13:00,17:00~18:00,11:00~13:00,,,,英語,,白金１－１７－１ 白金タワー１０６
医療法人社団 賢心会 鈴木医院柴又５-１２-２９ルーエステート１階,医療法人社団 賢心会 鈴木医院,東京都葛飾区柴又５-１２-２９ルーエステート１階,125-0052,03-5612-7100,,,1,1,,,葛飾区,13122,柴又,５-１２-２９ルーエステート１階,,1,,,,,1,,9:00~12:00,15:00~19:00,9:00~12:00,15:00~19:00,,,9:00~12:00,15:00~19:00,9:00~12:00,15:00~19:00,,,,,なし,,柴又５-１２-２９ルーエステート１階
"医療法人社団悠翔会悠翔会在宅クリニック品川大井4-4-6　クリスタルビル3階","医療法人社団悠翔会悠翔会在宅クリニック品川",東京都品川区大井4-4-6　,140-0014,03-6429-8130,,,1,,,,品川区,13109,大井,4-4-6　,クリスタルビル3階,1,,1,,1,1,,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,,,,,,1,大井4-4-6　クリスタルビル3階
医療法人社団千年会 やはたクリニック大和町１－４４－４,医療法人社団千年会 やはたクリニック,東京都中野区大和町１－４４－４,165-0034,03-5364-5361,,,1,,,,中野区,13114,大和町,１－４４－４,,,,1,1,1,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,12:00~13:00,,,なし,,大和町１－４４－４
医療法人社団片桐会　たけし在宅クリニック福住1-17-8　東亜門前仲町ビル5Ｆ,医療法人社団片桐会　たけし在宅クリニック,東京都江東区福住1-17-8　,135-0032,03-5639-9163,,1,1,,,,江東区,13108,福住,1-17-8　,東亜門前仲町ビル5Ｆ,1,,1,1,1,,,,15:00~18:00,,15:00~18:00,,15:00~18:00,,,,,,,,,,,福住1-17-8　東亜門前仲町ビル5Ｆ
マオメディカルクリニック山王2-1-5大森駅ビル5階,マオメディカルクリニック,東京都大田区山王2-1-5大森駅ビル5階,143-0023,03-6459-6823,,1,1,,,,大田区,13111,山王,2-1-5大森駅ビル5階,,1,,1,,1,1,,,,,,,,,,,,,15:00~18:00,,,,,山王2-1-5大森駅ビル5階
医療法人社団鉄伸会かたやま医院東中野5-23-14,医療法人社団鉄伸会かたやま医院,東京都中野区東中野5-23-14,164-0003,03-3227-0603,,1,1,1,1,1,中野区,13114,東中野,5-23-14,,1,,1,1,1,1,,8:00~12:30,16:00~17:00,8:00~12:30,16:00~17:00,8:00~12:30,16:00~17:00,9:00~12:00,15:00~17:00,9:00~13:00,15:00~18:00,9:00~13:00,14:00~17:00,9:00~12:00,14:00~17:00,英語,1,東中野5-23-14
公益財団法人結核予防会新山手病院諏訪町3-6-1,公益財団法人結核予防会新山手病院,東京都東村山市諏訪町3-6-1,189-0021,042-391-1425,,1,1,1,,,東村山市,13213,諏訪町,3-6-1,,1,,1,1,,,,8:30~10:30,,8:30~10:30,,8:30~10:30,,8:30~10:30,,8:30~10:30,,,,,,,,諏訪町3-6-1
医療法人社団明芳会　イムスリハビリテーションセンター東京葛飾病院堀切3-26-5,医療法人社団明芳会　イムスリハビリテーションセンター東京葛飾病院,東京都葛飾区堀切3-26-5,124-0006,03-3697-8331,,,1,,,,葛飾区,13122,堀切,3-26-5,,1,,1,1,,,,9:00~13:00,13:00~17:30,9:00~13:00,13:00~17:30,9:00~13:00,13:00~17:30,9:00~13:00,13:00~17:30,9:00~13:00,13:00~17:30,9:00~13:00,,,,,,堀切3-26-5
青葉医院北3-15-2,青葉医院,東京都国立市北3-15-2,186-0001,042-527-1219,,,1,,,,国立市,13215,北,3-15-2,,1,,1,1,1,1,,,14:00~15:00,,14:00~15:00,,,,,,14:00~15:00,,,,,,,北3-15-2
ソライロ在宅クリニック東砂3‐25‐3,ソライロ在宅クリニック,東京都江東区東砂3‐25‐3,136-0072,03－5635－2121,,,1,,,,江東区,13108,東砂,3‐25‐3,,1,,1,1,,1,,9:00~12:00,13:30~17:00,9:00~12:00,13:30~17:00,9:00~12:00,13:30~17:00,9:00~12:00,13:30~17:00,9:00~12:00,13:30~17:00,,,,,,,東砂3‐25‐3
医療法人社団 しぶいこどもクリニック上池台2-40-11 プラスポイントB1F,医療法人社団 しぶいこどもクリニック,東京都大田区上池台2-40-11 ,145-0064,03-3748-0415,,1,1,1,2,,大田区,13111,上池台,2-40-11 ,プラスポイントB1F,1,,1,1,1,1,,9:00~11:00,15:30~17:50,9:00~11:00,15:30~17:50,,,9:00~11:00,15:30~17:50,9:00~11:00,15:30~17:50,9:00~10:50,,,,,,上池台2-40-11 プラスポイントB1F
医療法人社団　幹友会　小野耳鼻咽喉科　狛江分院中和泉一丁目4番15号　グリーンヒルズM102,医療法人社団　幹友会　小野耳鼻咽喉科　狛江分院,東京都狛江市中和泉一丁目4番15号　,201-0012,03-3430-8714,,1,1,1,1,1,狛江市,13219,中和泉一丁目,4番15号　,グリーンヒルズM102,1,,1,,,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,9:00~12:00,,,,中和泉一丁目4番15号　グリーンヒルズM102
大島医療センター元町3-2-9,大島医療センター,東京都大島町元町3-2-9,100-0101,049-922-2345,,1,1,1,1,1,大島町,13361,元町,3-2-9,,1,,1,1,1,,,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,0:00~12:00,12:00~24:00,,1,元町3-2-9
にしあらい東口耳鼻咽喉科梅島３－３１－１４,にしあらい東口耳鼻咽喉科,東京都足立区梅島３－３１－１４,121-0816,03-3840-3488,,,1,1,1,,足立区,13121,梅島,３－３１－１４,,,,1,1,1,,,9:00~12:00,14:00~17:30,9:00~12:00,,,,9:00~12:00,14:00~17:30,,,9:00~12:00,,,,,,梅島３－３１－１４
女塚診療所西蒲田4-33-2,女塚診療所,東京都大田区西蒲田4-33-2,144-0051,03-3755-5571,,,1,,,,大田区,13111,西蒲田,4-33-2,,1,,1,1,1,1,,12:00~12:00,12:00~13:00,12:00~12:00,12:00~13:00,12:00~12:00,12:00~13:00,12:00~12:00,12:00~13:00,12:00~12:00,12:00~13:00,12:00~12:00,12:00~13:00,12:00~12:00,13:00~13:00,,,西蒲田4-33-2
医療法人社団トーイシン会 市谷八幡クリニック市谷八幡町１１市谷八幡ビル８階,医療法人社団トーイシン会 市谷八幡クリニック,東京都新宿区市谷八幡町１１市谷八幡ビル８階,162-0074,03-3268-1830,,1,1,1,,,新宿区,13104,市谷八幡町,１１市谷八幡ビル８階,,1,,1,1,,1,,9:00~12:30,14:30~18:00,,,9:00~12:30,14:30~18:00,,,,,,,,,,1,市谷八幡町１１市谷八幡ビル８階
アンヌ小児科東松本1-14-9,アンヌ小児科,東京都江戸川区東松本1-14-9,133-0071,03-3672-1071,,1,1,1,1,,江戸川区,13123,東松本,1-14-9,,1,,1,,1,1,,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,9:00~12:00,16:00~18:00,9:00~12:00,,9:00~12:00,16:00~18:00,9:00~12:00,,,,,,東松本1-14-9
新大久保にじいろおやこクリニック大久保2－33－34,新大久保にじいろおやこクリニック,東京都新宿区大久保2－33－34,169-0072,web予約,https://shinokubonijiirooyakoclinic.mdja.jp/,1,1,,1,1,新宿区,13104,大久保,2－33－34,,1,,1,1,,1,,8:30~12:30,15:00~18:00,8:30~12:30,15:00~18:00,8:30~12:30,15:00~18:00,8:30~12:30,15:00~18:00,,,8:30~12:30,,,,,,大久保2－33－34
あさくさ橋心臓と血管のクリニック浅草橋1－18－9 山上ビル2階・3階,あさくさ橋心臓と血管のクリニック,東京都台東区浅草橋1－18－9 ,111-0053,03-6240-9286,,,1,,,,台東区,13106,浅草橋,1－18－9 ,山上ビル2階・3階,1,,1,1,,1,,9:30~12:30,14:30~19:00,9:30~12:30,14:30~19:00,9:30~12:30,14:30~19:00,,,,13:00~18:00,9:00~17:00,,,,,,浅草橋1－18－9 山上ビル2階・3階
ささき医院宮前1-14-10,ささき医院,東京都杉並区宮前1-14-10,168-0081,050-1807-1181,,1,1,1,,,杉並区,13115,宮前,1-14-10,,1,,1,1,1,1,,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,9:00~12:00,13:00~15:00,9:00~12:00,12:00~18:00,9:00~12:00,12:00~18:00,9:00~12:00,13:00~17:00,,,対応不可,,宮前1-14-10
新小岩北口診療所西新小岩１－８－４山口ビル１F,新小岩北口診療所,東京都葛飾区西新小岩１－８－４山口ビル１F,124-0025,03-5670-2826,,1,1,1,1,,葛飾区,13122,西新小岩,１－８－４山口ビル１F,,1,,1,1,1,1,,,12:30~13:30,,12:30~13:30,,,,12:30~13:30,,12:30~13:30,,12:30~13:30,,,なし,,西新小岩１－８－４山口ビル１F
染谷クリニック元和泉1ー5ー19,染谷クリニック,東京都狛江市元和泉1ー5ー19,201-0013,03-3488-3000,,1,1,,,,狛江市,13219,元和泉,1ー5ー19,,,,1,,,,,,15:00~16:00,,15:00~16:00,,,,15:00~16:00,,15:00~16:00,,0:00~13:00,,,,,元和泉1ー5ー19
日本橋さくらクリニック日本橋茅場町1-9-2 稲村ビル5階,日本橋さくらクリニック,東京都中央区日本橋茅場町1-9-2 ,103-0025,０３－６６６１－９０６１,,1,1,,,,中央区,13102,日本橋茅場町,1-9-2 ,稲村ビル5階,1,1,1,1,1,1,,9:00~12:45,14:00~17:45,,14:00~17:45,,,9:00~12:45,14:00~17:45,,14:00~17:45,9:00~12:45,,,,なし,,日本橋茅場町1-9-2 稲村ビル5階
おいぬま内科西日暮里１－５２－１,おいぬま内科,東京都荒川区西日暮里１－５２－１,116-0013,03-3807-0328,,1,1,1,1,1,荒川区,13118,西日暮里,１－５２－１,,1,,1,1,1,1,,9:00~12:00,15:00~19:00,9:00~12:00,15:00~19:00,9:00~12:00,15:00~19:00,9:00~12:00,,9:00~12:00,15:00~19:00,9:00~12:00,,,,,,西日暮里１－５２－１
東品川クリニック東品川３-１８-３ 神輿ビル３階,東品川クリニック,東京都品川区東品川３-１８-３ ,140-0002,03-3472-6684,,1,1,1,1,1,品川区,13109,東品川,３-１８-３ ,神輿ビル３階,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,東品川３-１８-３ 神輿ビル３階
医療法人社団臥牛会ごとう内科・循環器クリニック境南町2-20-6,医療法人社団臥牛会ごとう内科・循環器クリニック,東京都武蔵野市境南町2-20-6,180-0023,0422-32-5048,,,1,,,,武蔵野市,13203,境南町,2-20-6,,1,,1,1,1,1,,,12:00~14:00,,12:00~14:00,,12:00~14:00,,,,12:00~14:00,,13:00~15:00,,,なし,,境南町2-20-6
祐ホームクリニック荒川西尾久7-17-9　レルム城北101号室,祐ホームクリニック荒川,東京都荒川区西尾久7-17-9　,116-0011,050-3612-9696,,1,1,1,,,荒川区,13118,西尾久,7-17-9　,レルム城北101号室,1,,,1,,1,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,,,,西尾久7-17-9　レルム城北101号室
近藤内科クリニック上馬2-28-16,近藤内科クリニック,東京都世田谷区上馬2-28-16,154-0011,03-3411-1310,,1,1,1,,,世田谷区,13112,上馬,2-28-16,,1,,1,,,1,,11:30~12:00,18:40~19:30,11:30~12:00,18:40~19:30,11:30~12:00,18:40~19:30,,,11:30~12:00,18:40~19:30,,16:20~17:00,,,,,上馬2-28-16
つたえ内科クリニック鷹番１－１４－１３ 藤本ビル１階、地下１階,つたえ内科クリニック,東京都目黒区鷹番１－１４－１３ ,152-0004,03-5768-8232,,1,1,1,,,目黒区,13110,鷹番,１－１４－１３ ,藤本ビル１階、地下１階,1,,1,1,1,,,9:00~12:00,17:00~20:00,9:00~12:00,17:00~20:00,9:00~12:00,17:00~20:00,9:00~12:00,,9:00~12:00,17:00~20:00,9:00~12:00,,,,,,鷹番１－１４－１３ 藤本ビル１階、地下１階
多田耳鼻咽喉科医院久が原5-11-14,多田耳鼻咽喉科医院,東京都大田区久が原5-11-14,146-0085,0337520501,,,1,,,,大田区,13111,久が原,5-11-14,,,,1,1,1,,,12:30~13:00,18:30~19:00,12:30~13:00,18:30~19:00,12:30~13:00,18:30~19:00,,,12:30~13:00,18:30~19:00,,,,,,,久が原5-11-14
医療法人社団鉄祐会 祐ホームクリニック平和台平和台4丁目25-12 七海ビル2階,医療法人社団鉄祐会 祐ホームクリニック平和台,東京都練馬区平和台4丁目25-12 ,179-0083,050-3684-9127,,,1,,,,練馬区,13120,平和台,4丁目25-12 ,七海ビル2階,,,,,,,,,,,,,,,,,,,,,,,,平和台4丁目25-12 七海ビル2階
武蔵野中央病院東町１－４４－２６,武蔵野中央病院,東京都小金井市東町１－４４－２６,184-8585,0422311231,,,1,,,,小金井市,13210,東町,１－４４－２６,,1,,1,1,1,,,,14:00~15:00,11:00~12:00,,,14:00~15:00,,14:00~15:00,11:00~12:00,,,,,,,,東町１－４４－２６
齋藤医院本駒込3-5-10,齋藤医院,東京都文京区本駒込3-5-10,113-0021,03-3824-1137,,,1,,,,文京区,13105,本駒込,3-5-10,,1,,1,1,,1,,12:30~13:00,18:00~18:30,12:30~13:00,18:00~18:30,12:30~13:00,18:00~18:30,12:30~13:30,,12:30~13:00,18:00~18:30,12:30~13:30,,,,,,本駒込3-5-10
"赤羽まえの内科医院赤羽西1-4-12-2F","赤羽まえの内科医院",東京都北区赤羽西1-4-12-2F,115-0055,03-3900-6532,,1,1,1,,1,北区,13117,赤羽西,1-4-12-2F,,1,,1,1,,,,12:00~12:30,18:30~19:00,12:00~12:30,,12:00~12:30,18:30~19:00,,,12:00~12:30,18:30~19:00,12:00~12:30,,,,,,赤羽西1-4-12-2F
神馬クリニック下高井戸1-1-6,神馬クリニック,東京都杉並区下高井戸1-1-6,168-0073,03-5355-1500,,1,1,,,1,杉並区,13115,下高井戸,1-1-6,,1,,1,,1,,,,14:30~15:30,,14:30~15:30,,14:30~15:30,,,,14:30~15:30,,0:30~13:30,,,,,下高井戸1-1-6
まりあクリニック国領町４－１４－１０,まりあクリニック,東京都調布市国領町４－１４－１０,182-0022,042-442-2188,,1,1,,1,1,調布市,13208,国領町,４－１４－１０,,1,,1,1,1,1,,9:00~12:00,14:00~17:00,9:00~12:00,14:00~17:00,9:00~12:00,,,,9:00~12:00,14:00~17:00,9:00~12:00,,,,英語,,国領町４－１４－１０
富川医院下井草4-6-17,富川医院,東京都杉並区下井草4-6-17,167-0022,03-3399-4514,,,1,,,,杉並区,13115,下井草,4-6-17,,1,,,1,,1,,,0:00~13:00,,0:00~13:00,,0:00~13:00,,,,0:00~13:00,,,,,,,下井草4-6-17
ワンクリニック恵比寿恵比寿西2-8-11グランベル恵比寿Ⅳ 7階,ワンクリニック恵比寿,東京都渋谷区恵比寿西2-8-11グランベル恵比寿Ⅳ 7階,150-0021,03-4400-2324,,1,1,1,,,渋谷区,13113,恵比寿西,2-8-11グランベル恵比寿Ⅳ 7階,,1,,1,1,,,,11:00~15:00,16:00~19:00,11:00~15:00,16:00~19:00,11:00~15:00,16:00~19:00,11:00~15:00,16:00~19:00,,,,,,,英語,1,恵比寿西2-8-11グランベル恵比寿Ⅳ 7階
医療法人社団 杉交会 杉山クリニック千石2-13-13,医療法人社団 杉交会 杉山クリニック,東京都文京区千石2-13-13,112-0011,03-3944-5933,,1,1,1,1,1,文京区,13105,千石,2-13-13,,1,,1,1,1,1,,9:00~12:00,14:30~17:30,9:00~12:00,14:30~17:30,,,9:00~12:00,14:30~17:30,9:00~12:00,14:30~17:30,9:00~12:00,,,,日本語、英語,,千石2-13-13
ウスイ内科クリニック六本木6-16-50 葛野ビル２階,ウスイ内科クリニック,東京都港区六本木6-16-50 ,106-0032,03-3401-0271,,1,1,1,,,港区,13103,六本木,6-16-50 ,葛野ビル２階,1,,1,1,,1,,9:00~12:30,14:00~16:00,9:00~12:30,14:00~16:00,9:00~12:30,14:00~16:00,9:00~12:30,14:00~16:00,9:00~12:30,14:00~16:00,,,,,英語対応可,,六本木6-16-50 葛野ビル２階
大塚クリニック南大塚3-34-6南大塚エースビル401,大塚クリニック,東京都豊島区南大塚3-34-6南大塚エースビル401,170-0005,03-3984-2246,,,1,,,,豊島区,13116,南大塚,3-34-6南大塚エースビル401,,,,1,1,,,,,,,,,,,,,,,,,,,,南大塚3-34-6南大塚エースビル401
かわぐち内科・内視鏡クリニック浅草1-35-9,かわぐち内科・内視鏡クリニック,東京都台東区浅草1-35-9,111-0032,web予約,asakusa-naika.com,1,1,1,,,台東区,13106,浅草,1-35-9,,1,,1,,1,,,9:00~12:30,15:30~18:00,9:00~12:30,15:30~18:00,,15:30~18:00,,,9:00~12:30,15:30~18:00,9:00~12:30,13:40~14:40,,,,,浅草1-35-9
医療法人財団順和会 赤坂山王メディカルセンター赤坂四丁目1番26号 国際医療福祉大学 赤坂キャンパスW棟内４階・５階・６階・７階・８階,医療法人財団順和会 赤坂山王メディカルセンター,東京都港区赤坂四丁目1番26号 ,107-8402,03-6230-3701,,1,1,,,,港区,13103,赤坂四丁目,1番26号 ,国際医療福祉大学 赤坂キャンパスW棟内４階・５階・６階・７階・８階,,,,,,,,9:00~12:00,13:00~17:00,9:00~12:00,13:00~17:00,9:00~12:00,13:00~17:00,9:00~12:00,13:00~17:00,9:00~12:00,13:00~17:00,9:00~13:00,,,,不可,,赤坂四丁目1番26号 国際医療福祉大学 赤坂キャンパスW棟内４階・５階・６階・７階・８階
医療法人社団全仁会 上野病院東上野3-23-4,医療法人社団全仁会 上野病院,東京都台東区東上野3-23-4,110-0015,03-3833-8111,,1,1,,,,台東区,13106,東上野,3-23-4,,1,,1,1,1,1,,10:00~11:00,,,,,,,14:00~15:00,,14:00~15:00,10:00~11:00,14:00~15:00,,,外国語対応不可,,東上野3-23-4
鈴木耳鼻咽喉科医院東水元３－６－３,鈴木耳鼻咽喉科医院,東京都葛飾区東水元３－６－３,125-0033,03-5660-0633,,,1,,,,葛飾区,13122,東水元,３－６－３,,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,東水元３－６－３
医療法人社団仁悠会しながわ内科・循環器クリニック山崎町333-1,医療法人社団仁悠会しながわ内科・循環器クリニック,東京都町田市山崎町333-1,195-0074,042-791-1545,,1,1,1,1,1,町田市,13209,山崎町,333-1,,1,,1,1,1,,,12:00~12:30,18:00~18:30,12:00~12:30,18:00~18:30,12:00~12:30,18:00~18:30,,,12:00~12:30,18:00~18:30,12:00~12:30,,,,英語,,山崎町333-1
医療法人社団BOH　伊藤メディカルクリニック蒲田5－27－10蒲田TKビル3階,医療法人社団BOH　伊藤メディカルクリニック,東京都大田区蒲田5－27－10蒲田TKビル3階,144-0052,03-3731-2122,,1,1,,,,大田区,13111,蒲田,5－27－10蒲田TKビル3階,,1,,1,,,1,,,17:00~18:00,,17:00~18:00,,,,17:00~18:00,,,,,,,,,蒲田5－27－10蒲田TKビル3階
砂町銀座はた耳鼻咽喉科北砂５-７-２,砂町銀座はた耳鼻咽喉科,東京都江東区北砂５-７-２,136-0073,03-5634-3387,,1,1,,1,,江東区,13108,北砂,５-７-２,,1,,1,1,,,,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,,北砂５-７-２
飯田橋東口内科心療内科診療所飯田橋4-9-9第七田中ビル8F,飯田橋東口内科心療内科診療所,東京都千代田区飯田橋4-9-9第七田中ビル8F,102-0072,web予約,https://www.iidabashi-shinryounaika.jp/,1,1,1,1,1,千代田区,13101,飯田橋,4-9-9第七田中ビル8F,,1,,,,,1,,,21:00~22:00,,21:00~22:00,,,,21:00~22:00,,17:00~18:00,,17:00~18:00,,,,,飯田橋4-9-9第七田中ビル8F
保谷北町 かなざわファミリークリニック北町１－６－１レッツビルディング2階,保谷北町 かなざわファミリークリニック,東京都西東京市北町１－６－１レッツビルディング2階,202-0003,042-439-6916,,1,1,,1,1,西東京市,13229,北町,１－６－１レッツビルディング2階,,1,,1,,1,,,9:00~12:30,14:15~18:00,9:00~12:30,14:15~18:00,9:00~12:30,14:15~18:00,,,9:00~12:30,14:15~18:00,9:00~12:30,14:15~18:00,,,,,北町１－６－１レッツビルディング2階
医療法人社団アモル会しんクリニック中神町1176－17アーバンパレス中神1階,医療法人社団アモル会しんクリニック,東京都昭島市中神町1176－17アーバンパレス中神1階,196-0022,042-519-2721,,1,1,1,,1,昭島市,13207,中神町,1176－17アーバンパレス中神1階,,1,,1,,1,1,,,12:00~14:00,,12:00~14:00,,12:00~14:00,,13:00~16:00,,12:00~14:00,,13:00~16:00,,,英語,,中神町1176－17アーバンパレス中神1階
